street,city,country,longitude,latitude
Hereford Road,Shrewsbury,GB,-2.75,52.69
1200 St. Laurent Blvd.,Ottawa,CA,-75.64,45.42
205-1 Sinwon-dong,Seoul,KR,127.06,37.45
Jl. TB Simatupang Raya No. 53,DKI Jakarta,ID,106.85,-6.3
Jalan Klang Lama,Kuala Lumpur,MY,101.68,3.1
50 Rideau Street,Ottawa,CA,-75.69,45.42
"Av. del Iman # 151, Local  98",Mexico City,MX,-99.16,19.31
"11F., No. 111, Sec. 2, Taichung Port Rd.",Taichung City,TW,120.64,24.17
上海市杨浦区,上海市,CN,121.52,31.3
海淀区,北京市,CN,116.36,39.95
"Shop 005-006, G/F, Cityplaza",Hong Kong,CN,114.22,22.29
港闸区长平路9号1层1033号,南通市,CN,120.83,32.04
1-3 Kasugacho,Otsu,JP,135.86,35
7 The Broadway,London,GB,-0.12,51.58
浦东新区浦,上海市,CN,121.81,31.15
白雪路7号捞品城,常熟市,CN,120.75,31.63
"La Rambla Brasil, Av. Brasil 778",Breña,PE,-77.05,-12.08
"Shop G31, G/F, K 11, 18 Hanoi Road",Hong Kong,CN,114.17,22.3
花都区,广州市,CN,113.23,23.4
越城区,绍兴市,CN,120.58,29.98
西城区,北京市,CN,116.36,39.92
1-8-1 Motomachi,Kiyose,JP,139.52,35.77
2905 Hebb Avenue,Vancouver,CA,-123.04,49.26
Nispetiye Cad. No:28 D:1-3,Istanbul,TR,29.03,41.08
"Plze ska 8, 150 00 Prague 5",Prague,CZ,14.4,50.07
heukseok-dong 205-5,seoul,KR,126.96,37.51
1238 Brookdale Avenue,Cornwall,CA,-74.75,45.03
"696-1,Shinheung-dong,Buk-gu",Pohang-si,KR,129.36,36.04
87 King William St,London,GB,-0.09,51.51
Bahnhofplatz,Baden,CH,8.31,47.48
房山区,北京市,CN,116.19,39.76
长宁区,上海市,CN,121.41,31.21
4700 Keele St,Toronto,CA,-79.49,43.77
10 Wimbledon Hill Rd,London,GB,-0.21,51.42
2948 West 4th Avenue,Vancouver,CA,-123.17,49.27
Beethovenstraat 36-38,Amsterdam,NL,4.88,52.35
Av. Cuarto anillo Esq. San Martín,SANTA CRUZ,BO,-63.2,-17.75
Av. Camino al Olivo No. 22,Mexico City,MX,-99.28,19.37
"Fourth Ave & 30th St, Bonifacio Global",Taguig City,PH,121.05,14.55
Jalan Bintang,Miri,MY,113.99,4.4
1 sengkang Sq #01-04,Singapore,SG,103.9,1.39
"Luis Pasteur 6666, Local E, Vitacura",Santiago,CL,-70.57,-33.38
上海市杨浦区,上海市,CN,121.53,31.3
黄浦区,上海市,CN,121.48,31.24
Space A117 UP Town Center,Quezon City,PH,121.08,14.65
Mailaender Platz,Stuttgart,DE,9.18,48.79
"2864-2, Saekdal-dong",Seogwipo,KR,126.41,33.25
吉大景山路228号,珠海市,CN,113.58,22.26
20 Arndale Centre,Eastbourne,GB,0.28,50.77
39-19 Wakitahoncho,Kawagoe,JP,139.48,35.91
Greenbelt Mall,Makati City,PH,121.02,14.55
"620-1, Jugyo-dong, Deogyang-gu",Goyang-si,KR,126.84,37.66
850 Keewatin Street,Winnipeg,CA,-97.2,49.94
上城区,杭州市,CN,120.19,30.23
1997 Bloor St W,Toronto,CA,-79.47,43.65
Limmatquai 4,Zurich,CH,8.54,47.37
Station Approach,Reading,GB,-0.97,51.46
成华区,成都市,CN,104.11,30.67
罗湖区,深圳市,CN,114.12,22.54
站前区,营口市,CN,122.24,40.67
797 Memorial Ave,Thunder Bay,CA,-89.24,48.42
崇川区,南通市,CN,120.87,32.02
436 Trunk Rd,Duncan,CA,-123.7,48.78
1031-27 양지빌딩 1-2층,서울,KR,126.98,37.48
1-22-6 Minamichitose,Nagano,JP,138.19,36.64
"444-7 Bangbae-dong, Seocho-gu",Seoul,KR,126.98,37.48
北部新区,重庆市,CN,106.57,29.63
Pennsylvania #143 Col. Napoles,Mexico City,MX,-99.18,19.39
"C.C. Jockey Plaza, Javier Prado Oeste",Lima,PE,-77.03,-12.09
高新区沧海路1号,宁波市,CN,121.6,29.89
高新技术开发区,潍坊市,CN,119.17,36.72
"Av. Juscelino Kubitschek de Oliveira,",Sao Jose do Rio Preto,BR,-49.39,-20.84
ul.Pawia 5,Kraków,PL,19.95,50.07
威海市,威海市,CN,122.15,37.43
Av. Tlahuac #4409,Mexico,MX,-99.09,19.32
双流区,成都市,CN,103.94,30.52
SM City Marilao,Marilao,PH,120.96,14.75
2-150 Iwakuracho,Ibaraki,JP,135.56,34.81
A4 Bath Road,Hayes,GB,-0.42,51.48
"448-14, Bong myeong-dong, yuseong-gu",Daejeon,KR,127.34,36.35
Ihsaniye Mah. Fatih Sultan Mehmet Bulv.,Bursa,TR,28.98,40.22
高新区,苏州市,CN,120.55,31.31
朝阳区,北京市,CN,116.38,40.01
5309 Ellerslie Rd SW,Edmonton,CA,-113.42,53.42
Place du 11 Novembre 1918,Paris,FR,2.36,48.88
上海市黄浦区,上海市,CN,121.47,31.23
Na Florenci 2116/15,Praha,CZ,14.44,50.09
"PASEO OPERA NO. 11 AND 13, Local 1",PUEBLA,MX,-98.21,19.01
95 South Bridge Road #01-k2,singapore,SG,103.85,1.29
7 boulevard Poissonniere,Paris,FR,2.35,48.87
상거리 15-1,경기도,KR,127.61,37.24
1-1-2 Tsurumichuo Tsurumi-ku,Yokohama,JP,139.68,35.51
1301 16 Avenue NW,Calgary,CA,-114.09,51.06
40-1Nakanotaira,Oirasecho,JP,141.42,40.6
"No 299, Sec 3, Xitun Rd, Xitun District",Taichung City,TW,120.64,24.18
39 Silver Street,Salisbury,GB,-1.8,51.07
Jalan Danau Tamblingan No.47,Denpasar,ID,115.26,-8.69
Richard Meyjes Road,Guildford,GB,-0.61,51.24
320 Cook Street,Victoria,CA,-123.36,48.42
Stockholm Arlanda Airport Terminal 2,Stockholm - Arlanda,SE,17.93,59.64
32 Foulis Row,Dartmouth,CA,-63.56,44.71
岳麓区,长沙市,CN,112.86,28.2
巴南区,重庆市,CN,106.54,29.39
91 Queen Street,Brisbane,AU,153.02,-27.47
3-1-1 Higashiikebukuro,Toshima-ku,JP,139.72,35.73
昌平区,北京市,CN,116.19,40.23
白下区,南京市,CN,118.78,32.04
5650 Yonge St,Toronto,CA,-79.42,43.78
浦东新区,上海市,CN,121.52,31.23
JL Mega Kuningan Kav 68,Jakarta,ID,106.83,-6.23
28-30 Neville Street,Newcastle,GB,-1.62,54.97
朝阳区,北京市,CN,116.46,39.9
2440-2444 Notre-Dame Street West,Montreal,CA,-73.57,45.48
289 Camden High st,London,GB,-0.15,51.54
"32 Hàng Bài, Quận Hoàn Kiếm",Hà Nội,VN,105.85,21.02
浦东新区,上海市,CN,121.5,31.24
南山区,深圳市,CN,113.99,22.54
"53, rue de Passy",Paris,FR,2.28,48.86
135 Chestermere Station Wy,Chestermere,CA,-113.82,51.05
Berliner Platz 5,Kiel,DE,10.14,54.32
14 Coney Street,York,GB,-1.08,53.96
黄浦区,上海市,CN,121.47,31.23
锦江区,成都市,CN,104.07,30.66
112-13 Higashihonjicho,Tottori,JP,134.22,35.49
1 Paternoster House,London,GB,-0.1,51.51
朝阳区,北京市,CN,116.44,39.92
"5, Crown Alley, Temple Bar, Dublin 2",Dublin,IE,-6.26,53.35
3-1-1 Lake Town,Koshigaya,JP,139.83,35.88
"1154-3, Hyoja-dong 2-ga, Wansan-gu,","Jeonju-si,",KR,127.11,35.81
"561A Điện Biên Phủ, Quận Bình Thạnh",Thành Phố Hồ Chí Minh,VN,106.72,10.8
شارع سالم المبارك,مدينة الكويت,KW,48.07,29.34
3-1-1 Umeda Kita-ku,Osaka,JP,135.5,34.7
海曙区,宁波市,CN,121.53,29.9
官渡区,昆明市,CN,102.76,24.98
"Singongdeok-Dong, Mapo-Gu",Seoul,KR,126.95,37.54
Av. Paseo de la Reforma no. 325,Mexico City,MX,-99.17,19.43
Jalan Burmah,Georgetown,MY,100.32,5.43
Izmir-Cesme Otoyolu 26. Km,Izmir,TR,26.85,38.35
建邺区,南京市,CN,118.72,32
顺义区,北京市,CN,116.56,40.05
25 Gateway Blvd,Brampton,CA,-79.7,43.74
TRANKGASSE 11,COLOGNE,DE,6.96,50.94
1280 boulevard Lebourgneuf,Quebec,CA,-71.3,46.84
古城区,丽江市,CN,100.23,26.88
海淀区,北京市,CN,116.32,39.93
1 Senshukukonaka,Tajiri-cho,JP,135.24,34.43
87-10,서울,KR,126.98,37.56
郑东新区,郑州市,CN,113.72,34.78
3-chome Minamisenba Chuo-ku,Osaka,JP,135.5,34.68
KURFUERSTENDAMM 231,BERLIN,DE,13.33,52.5
上海市浦东新区,上海市,CN,121.81,31.15
Postbus 75041,Schiphol,NL,4.76,52.31
"629/1 Nawamintr road, Nuanchan",Bangkok,TH,100.66,13.83
浙江省嘉兴,嘉兴,CN,120.67,30.5
Batam Centre,Batam,ID,104.06,1.13
30A George Street,Edinburgh,GB,-3.2,55.95
"1526-9-5, Samsan-dong, Nam-gu",Ulsan-si,KR,129.34,35.54
Yavuz Sultan Selim Blv Hilal Konaklari,Istanbul,TR,28.63,41.01
İstanbul Teknik Üniversitesi Ayazağa,Istanbul,TR,29.03,41.11
Av. Javier Prado 4805 Camacho,Lima,PE,-77.07,-12.04
"Great North Road, New Lynn",Auckland,NZ,174.68,-36.91
Rama 9 Road,Saunlaung,TH,100.63,13.74
浙江省杭州市,杭州市,CN,120.11,30.33
Cineworld Parrs Wood Entertainment Centr,Manchester,GB,-2.22,53.41
Unit 1B West Seafield,Inverness,GB,-4.18,57.48
"Scout Albano Street, Dilman",Quezon City,PH,121.04,14.64
Unit 2,Warrington,GB,-2.64,53.42
Jalan SS16/1,Subang Jaya,MY,101.58,03.08
7-3-1 Hongo,Bunkyo-ku,JP,139.76,35.71
"31, Lower Kent Ridge Road",Singapore,SG,103.77,1.3
"Borommaratchachonnani Road, Song Kanong,",Nakhon Pathom,TH,100.28,13.79
220 Beckenham High Street,London,GB,-0.03,51.41
顺义区,北京市,CN,116.65,40.13
"Sec. 2, Yonghua Rd., & Guoping Rd",Tainan City,TW,120.17,22.99
Paseo General Escalon #3700,San Salvador,SV,-89.23,13.7
杨浦区,上海市,CN,121.52,31.31
"1355, Dunsan 2(i)-dong, Seo-gu",Daejeon,KR,127.23,36.21
Jacksons Square,Bishop's Stortford,GB,0.16,51.87
朝阳区,北京市,CN,116.46,39.91
"B1F., No.1049, Jianxing Rd",Taichung City,TW,120.67,24.14
黄浦区,上海市,CN,121.48,31.23
"No. 11, Song-Sho Road",Taipei City,TW,120.72,24.1
浙江省嘉兴市,嘉兴市,CN,120.89,30.94
ul. Czekoladowa 14A,Bielany Wroclawskie,PL,16.96,51.05
"No. 10, Zhong Yi Rd.",Keelung City,TW,120.73,24.14
90 Botanic Avenue,Belfast,GB,-5.93,54.59
铁东区,鞍山市,CN,122.99,41.11
Roztylska 2321/19,Praha,CZ,14.49,50.03
浙江省湖州市,湖州市,CN,120.14,30.86
"288-33 Sangcho-ri, Mungyeong-eup",Mungyeong-si,KR,128.08,36.76
5-14-1 Hyogokita,Saga,JP,130.31,33.28
张店区,淄博市,CN,118.03,36.84
van leeuwenhoeksingel,Delft,NL,4.36,52.01
"143-5 Bujeon-dong, Busanjin-gu",Busan,KR,129.06,35.16
2-3-11 Takakaicho-kita,Oumihachiman,JP,136.11,35.13
LIMESCORSO 8,FRANKFURT AM MAIN,DE,8.63,50.16
Camino a Santa Teresa 1055,Mexico City,MX,-99.22,19.31
江汉区,武汉市,CN,114.29,30.59
Bukit Tengah,Bukit Mertajam,MY,100.43,5.34
上城区,奉化市,CN,121.41,29.66
50 Peel Centre Drive,Brampton,CA,-79.73,43.71
洪山区,武汉市,CN,114.36,30.53
27 Clearview Market Way,Red Deer,CA,-113.77,52.29
"10, 20, 30 Pasir Panjang Road",Singapore,SG,103.8,1.27
1379 Kaminakaimachi,Takasaki,JP,139.03,36.32
2250-162 Avenue SW,Calgary,CA,-114.11,50.91
3900 Hwy 7,Woodbridge,CA,-79.55,43.79
6714 Kingston Road,Toronto,CA,-79.15,43.8
240 Banbury Road,Oxford,GB,-1.26,51.78
"2476-1, Saekdal-dong",Seogwipo-si,KR,126.42,33.26
Kota Raya Complex Jalan Tun Tan Cheng,Kuala Lumpur,MY,101.7,3.15
"Av. Insurgentes Sur n.1458, Col.",Mexico,MX,-99.18,19.37
23 The Hayes,Cardiff,GB,-3.18,51.48
美兰区,海口市,CN,110.35,20.05
212/2 Kalapapruek rd.,Bangkok,TH,100.45,13.71
The Potteries  Shopping Centre,"Hanley, Stoke-on-Trent",GB,-2.18,53.03
Monmouth Roadside Services (A40) North,Monmouth,GB,-2.81,51.77
"70 Copper Creek Drive Building H,",Markham,CA,-79.23,43.87
"Carretera Transpenínsular, s/n km 43.5",Los Cabos,MX,-109.71,23.13
2627 Gordon Road,Regina,CA,-104.62,50.4
"165-3 Bangi-dong,Songpa-gu",Seoul,KR,127.12,37.51
Av Universidad 1000  Sta Cruz B juarez,Mexico City,MX,-99.15,19.37
"546-1, Bupyungdong, Bupyunggu",Incheon,KR,126.45,37.25
玄武区,南京市,CN,118.8,32.05
嘉定区,上海市,CN,121.32,31.31
"112, Gye-dong, Jongno-gu",Seoul,KR,126.99,37.58
5385 Headland Dr,West Vancouver,CA,-123.25,49.35
"Cineworld Cinemas, Sixfields Leisure",Northampton,GB,-0.94,52.24
6730 Taylor Dr,Red Deer,CA,-113.84,52.29
"154-10, Samseong1-dong, Gangnam-gu",Seoul,KR,127.33,37.3
Ave 1 de Mayo con Avenida Huixquilucan,Cuautitlan Izcalli,MX,-99.21,19.66
11 Clair Road West,Guelph,CA,-80.19,43.5
Fatih Sultan Mehmet Mah. Balkan Cad.,Istanbul,TR,29.13,41.03
"Unit B1, The Atrium",Camberley,GB,-0.75,51.34
"Av Garza Sada s/n Monterrey, Nuevo Leon",Monterrey,MX,-100.26,25.6
浙江省宁波市,宁波市,CN,121.57,29.87
Bp 156 Aeroport,Marignane,FR,5.21,43.42
3127 Edgemont Boulevard,North Vancouver,CA,-123.1,49.34
"Camino a Mancera No. 214,",Salamanca,MX,-101.22,20.58
Terminal 3 Departures,Dubai,AE,55.35,25.25
1 Yonge Street,Toronto,CA,-79.37,43.64
Jalan Pajajaran No.156,Bandung,ID,107.62,-6.92
45 Science Park,Singapore,SG,103.78,1.29
"Chuiyang Rd. & Qiming Rd., East Dist.",Chiayi City,TW,120.96,24.85
841 Taisyacho-kizukiminami,Izumo,JP,132.69,35.4
1206-3 Kiba Nishi-ku,Niigata,JP,138.98,37.82
"1444 Soi Ladprao 87, Bangkapi",Bangkok,TH,100.62,13.8
Jl. Ir. Juanda No.1 Sidoarjo,Surabaya,ID,112.8,-7.37
朝阳区,北京市,CN,116.48,39.99
Piata Victoriei,Bucharest,RO,26.08,44.45
1225 St. Marys RD,Winnipeg,CA,-97.11,49.83
نهر الموت,جال الديب,LB,35.57,33.9
"875-12,Dal-dong",Ulsan,KR,129.31,35.54
Los Carrera Poniente N° 301,Concepcion,CL,-73.06,-36.83
8 Queen Street East,Brampton,CA,-79.76,43.69
上海市杨浦区,上海市,CN,121.53,31.26
Platzl 3,MUENCHEN,DE,11.58,48.14
虹口区,上海市,CN,121.48,31.27
988-17,서울,KR,127.06,37.5
"Carr, Mex-Toluca 42.8 Col. Ortiz Rubio",Toluca,MX,-99.45,19.28
628-2 Sinwon-dong Deokyang-gu Goyang-si,Goyang,KR,126.89,37.66
嘉定区,上海市,CN,121.32,31.3
通州区,南通市,CN,121.07,32.09
809-10 yeoksamdong gangnamgu,Seoul,KR,127.03,37.5
杨浦区,上海市,CN,121.54,31.26
Greenhills Shopping Center,San Juan,PH,121.05,14.6
"Local # 17, PR Road # 19 km 10",Guaynabo,PR,-66.11,18.4
"3 Fullerton,#02-01/02/03",Singapore,SG,103.85,1.29
东湖区,南昌市,CN,115.9,28.68
HAUPTSTRASSE 25,HEIDELBERG,DE,8.7,49.41
成华区,成都市,CN,104.12,30.65
9710 170th Street NW,Edmonton,CA,-113.62,53.53
青果路14号,江阴市,CN,120.27,31.9
"Calle 5 de Mayo # 1,427, Local 22, Col.",Puebla,MX,-98.3,19.06
"297 Tanyeon-dong, Ilsanseo-gu",Gyeonggi-do,KR,126.44,37.46
977 Mainland Street,Vancouver,CA,-123.12,49.28
Bridge Retail Park,Runcorn,GB,-2.73,53.34
19489 Seton Crescent SE,Calgary,CA,-113.95,50.88
1621 ALBERT STREET,REGINA,CA,-104.62,50.45
47 High Street,Deal,GB,1.4,51.22
2-1-1 Yunohara,Nogata,JP,130.75,33.77
Shijo-Yanaginobanba-Nishiiru Shimogyo-ku,Kyoto,JP,135.76,35
"Whinfell Forest, Boardwalk",Penrith,GB,-2.74,54.6
"55, Rue De La Verrerie",Paris,FR,2.35,48.86
826 Minamichitosecho,Nagano,JP,138.19,36.64
Carr- Mexico Queretaro km # 206 +300,Queretaro,MX,-100.26,20.58
338-1 Dangsan-dong 6-ga Yeongdeungpo-gu,Seoul,KR,126.9,37.54
"Ace Techno 8-cha Guro 3-dong, Guro-gu",Seoul,KR,126.73,37.34
227-2063 Lake Placid Rd,Whistler,CA,-122.99,50.09
25 The West Mall,Toronto,CA,-79.56,43.61
Jl. Pluit Indah,Jakarta Utara,ID,106.79,-6.12
1080 Wellington,Montreal,CA,-73.56,45.49
1555 Regent Avenue West,Winnipeg,CA,-97.06,49.9
Queensway,Newcastle Under Lyme,GB,-2.21,53.03
Falkoner Allé 21,Frederiksberg,DK,12.53,55.68
"No. 478, Boai Rd",Taitung City,TW,121.15,22.75
大朗镇,东莞市,CN,113.93,22.93
闽侯县,福州市,CN,119.2,26.07
"1566-2, Jungnim-ri, Gwangdo-myeon",Tongyeong,KR,128.42,34.89
Jalan H Usmar Ismail lahan JMCC,Bekasi,ID,107.17,-6.29
Jebel Ali Gardens,Dubai,AE,55.12,25.04
房山区,北京市,CN,116.16,39.76
420 Essa Road,Barrie,CA,-79.7,44.35
Av. Independencia # 401,Chihuahua,MX,-106.08,28.64
146/149 High Street,Slough,GB,-0.59,51.51
3995 Quadra St,Victoria,CA,-123.36,48.47
石景山区,北京市,CN,116.25,39.9
道里区,哈尔滨,CN,126.62,45.77
849-1 Gomyo,Kamisato-machi,JP,139.12,36.26
Av. Reforma S/N,Mazatlan,MX,-106.44,23.24
Kuala Lumpur City Centre,Kuala Lumpur,MY,101.72,3.16
杨浦区,上海市,CN,121.51,31.3
55 Borough High Street,London,GB,-0.09,51.5
10153 King George Hwy,Surrey,CA,-122.85,49.19
"Unit A411,  Level 4, Eastwood Mall",Quezon City,PH,121.08,14.61
"1020,Cheongok-dong",Donghae-si,KR,129.11,37.52
Prince Sultan Rd with An Naim St,JEDDAH,SA,39.14,21.62
Departure / Transit Lounge North,Singapore,SG,103.99,1.36
未央经济技术开发区,西安市,CN,108.94,34.34
Tesvikiye Mah. Guzelbahce Sok.,Istanbul,TR,28.99,41.05
3-1-3 Umeda Kita-ku,Osaka,JP,135.49,34.7
"Unit201,2F,Unit101,1F,No.18,Zhangwu Rd",Shanghai,CN,121.51,31.28
Al Ain Road - Route 66,Dubai,AE,55,24.54
"1F, No.248-7, Anle Rd.",New Taipei City,TW,121.51,25
255 5th Avenue SW,Calgary,CA,-114.07,51.05
305 Broadway,Winnipeg,CA,-97.14,49.89
TBD,DAMMAM,SA,50.22,26.32
Lot 17(A)-(B) & 18 Satellite Building,Sepang,MY,101.71,2.75
2901 Bayview Ave,Toronto,CA,-79.38,43.77
Hagley Road West,Quinton,GB,-2.01,52.46
6301 Silver Dart Drive,Mississauga,CA,-79.61,43.68
"1/F & 2/F, Wai Kee House",Kowloon,CN,114.17,22.32
丹阳市开发区,镇江市,CN,119.61,32
朝阳区,北京市,CN,116.61,40.06
"907-3, Jijok-dong, Yuseong-gu",Daejeon,KR,127.19,36.22
闵行区,上海市,CN,121.38,31.11
20-41,서울,KR,126.94,37.56
"Hurstwood Service Park, Robert Jones Way",Shrewsbury,GB,-2.72,52.75
长宁区,上海市,CN,121.4,31.21
"717-1, Maehak-ri, Jeonggwan-myeon",Busan,KR,129.1,35.19
朝阳区,北京市,CN,116.49,39.92
Rynek 27,Kraków,PL,19.94,50.06
宝山区蕴川路1555号1330、1331,上海市,CN,121.43,31.37
"Av. Vallarta #2425, Atrio Central, Colon",Guadalajara,MX,-103.38,20.67
Nydalsveien 37,Oslo,NO,10.77,59.95
Avenida Calle 82 No. 11 - 40,Bogota D.C.,CO,-74.05,4.67
1-6 Tanakacho,Nishinomiya,JP,135.34,34.74
No. 2 Jalan  Tengku Ampuan Zabedah E9/E,Shah Alam,MY,101.52,03.08
Jl. K H Mas Mansyur Kav. 126aret Tengsin,Jakarta,ID,106.82,-6.2
59-12 Shimizuarai,Showa-cho,JP,138.54,35.65
花园路39号,郑州市,CN,113.68,34.79
丰台区,北京市,CN,116.45,39.86
Postbus 75041,Schiphol,NL,4.75,52.31
思明区,厦门市,CN,118.16,24.48
"Lot No. PTB 16019, Ground Floor",Muar,MY,102.6,02.05
渝中区,重庆市,CN,106.58,29.56
1-1-2 Utsukushigaoka Aoba-ku,Yokohama,JP,139.56,35.58
Boulevard du Jardin Botanique,Brussels,BE,4.36,50.85
"267-3, Seohyeon-dong, Bundang-gu",Seongnam-si,KR,127.12,37.38
Srinakharin,Bangkok,TH,100.65,13.69
50 Jurong Gateway Road,Singapore,SG,103.74,1.33
"Cherry Hall Road, Unit A",Kettering,GB,-0.73,52.43
3000 Third Line,Oakville,CA,-79.76,43.45
新区,无锡市,CN,120.35,31.54
1-2 Kioicho,Chiyoda-ku,JP,139.74,35.68
38 King Street,London,GB,-0.23,51.49
Av Othon de Mendizabal No 343,Mexico City,MX,-99.15,19.51
1 Place Ville Marie,Montreal,CA,-73.57,45.5
"Headhouse-Westside, Departure Area-NAIA",Paranaque,PH,121,14.51
Koenigstrasse 44,Stuttgart,DE,9.18,48.78
3175 Highway 7 East,Markham,CA,-79.35,43.85
"Av. Tamaulipas No. 55, loc. 101",Mexico City,MX,-99.17,19.41
83 Gloucester Road,London,GB,-0.18,51.49
"سلطنة عمان, ميناء الفهد , شاطئ القرم, مجمع جوهرة الشاطئ,طريق:2817,  موقع رقم:002 , ص.ب 527 , ب.س 116",مسقط,OM,58.45,23.61
8B Riverside Retail Park,Norwich,GB,1.31,52.62
Gayadaero,Busan,KR,129.04,35.16
Luchthavenweg,Eindhoven,NL,5.4,51.46
"No. 1-16, Zhongzhou Village, Rende Dist",Tainan City,TW,120.27,22.91
7-39-1 Hikarinomori,Kikuyo-cho,JP,130.78,32.86
越秀区,广州市,CN,113.27,23.13
MARKTSTRASSE 3,BREMEN,DE,8.81,53.08
"Av. Triunvirato 4402, esq. Mendoza",Buenos Aires,AR,-58.48,-34.58
1-10-1 Yurakucho,Chiyoda-ku,JP,139.76,35.67
1 Bass Pro Mills Drive,Vaughan,CA,-79.54,43.83
东城区,北京市,CN,116.42,39.9
GAENSEMARKT 21-23,HAMBURG,DE,9.99,53.55
Semikler Mah. Cengiz Topel Cad.,Izmir,TR,27.09,38.46
"723, Sanggaedong, Nowon-gu",Seoul,KR,127.06,37.65
Jalan Jend. Gatot Subroto Kav 32 - 34,Denpasar,ID,115.12,-8.4
"No. 6, Section 7, Gao Tie Road",Zhubei City,TW,121.04,24.8
长宁区,上海市,CN,121.43,31.2
Jl. Hayam Wuruk 108,Jakarta,ID,106.82,-6.15
50 KoyamaKitakamifusacho Kita-ku,Kyoto,JP,135.76,35.04
Bedir Mah. Ataseven Cad. Konya Kentplaza,Konya,TR,32.49,37.91
2425 34 Avenue SW,Calgary,CA,-114.12,51.02
88-1 Higashinakazu Okuno,Aizumi-cho,JP,134.5,34.12
城关区,兰州市,CN,103.84,36.05
1170 Fischer Hallman Road,Kitchener,CA,-80.5,43.41
Wood Street,Kingston Upon Thames,GB,-0.3,51.41
34149 Yesikoy,Istanbul,TR,28.82,40.98
2453 161A Street,Surrey,CA,-122.78,49.05
ألماظة ميدان الجوهر شارع أحمد فوزى,,EG,31.34,30.08
Carrera 11 No. 94A - 34,Bogota,CO,-74.05,4.68
No. 3 Jalan 37/56 Taman setiawangsa,Kuala Lumpur,MY,101.75,3.18
340-11,Iksan,KR,126.97,35.96
Av. Luis Donaldo Colosio # 58,Ciudad del Carmen,MX,-91.81,18.65
Erkrather Strasse 364,Duesseldorf,DE,6.82,51.21
高新区,苏州市,CN,120.55,31.3
"24-1,25-1, Jeodong 2-ga, Jung-gu",Seoul,KR,126.99,37.56
Dudullu Yolu Cad,Istanbul,TR,29.13,40.98
84-2 Nodong-dong,Gyeongsangbuk-do,KR,129.21,35.84
江岸区,武汉市,CN,114.31,30.65
晋江市世纪大道888号,泉州市,CN,118.57,24.82
"The Ring Road, New Cairo",Cairo,EG,31.33,29.98
خليج نبق مول - خان لاجونا,,EG,34.43,28.04
"Jumeirah Beach Road, Diyafa Road",Dubai,AE,55.27,25.2
福田区,深圳市,CN,114.02,22.54
Av. Alvaro Obregon esq. Rio San Lorenzo,Culiacan,MX,-107.39,24.79
Banks Street,Dubai,AE,55.3,25.25
丰泽区,泉州市,CN,118.66,24.92
朝阳区,北京市,CN,116.48,39.98
6650 Mary Ellen Drive,Nanaimo,CA,-124.05,49.24
"2nd Floor, 222 3rd Ave SW",Calgary,CA,-114.07,51.05
"Shop D, Metropolitan Line Ticket Hall",London,GB,-0.16,51.52
522-4 Bujeon-dong,Busan,KR,129.06,35.15
TERMINAL 1,KÖLN,DE,7.12,50.88
"Avenue Bonampack S/N, Local 1",Cancun,MX,-86.83,21.13
124/11 Taweewong road,Phuket,TH,98.29,7.89
"No. 3-1, Yuanqu Street",Taipei City,TW,120.73,24.14
5 place Blanche,Paris,FR,2.33,48.88
"Av. Larco No.632 cruce con Calle Tarata,",Lima,PE,-77.03,-12.12
Carretera Transpeninsular s/n km 43.5,Los Cabos,MX,-109.71,23.13
Plaza Felix Sainz n9,Malanga,ES,-4.42,36.72
Pza de Callao 4,Madrid,ES,-3.71,40.42
Einsteinova 3541/18,Bratislava,SK,17.11,48.13
"Myasnitskaya street , 9/11",Moscow,RU,37.63,55.76
"No. 138, Sec. 4, Bade Rd.",Taipei City,TW,121.48,25.02
1-2-3 Yanakawa,Aomori,JP,140.73,40.83
"CC Islazul. C/ de la Calderilla, 1.",Madrid,ES,-3.74,40.37
91 Chudojiawatacho,Shimogyo-ku,JP,135.74,35
Alnahda,Sharjah,AE,55.37,25.3
101 Kankobokocho Shimogyo-ku,Kyoto,JP,135.76,35
Jalan M H Thamrin Kav 28-30,Jakarta,ID,106.82,-6.19
Vedat Gunyol St. NO:28,Istanbul,TR,29.11,40.99
江苏省南通市,南通市,CN,120.99,31.87
210 Kamiigusa,Kawajima-machi,JP,139.47,35.98
"Al Barsha 3, Street 2321",Dubai,AE,55.21,25.1
人民北路1号文峰大世界1层1-2单元,靖江市,CN,120.27,32.02
"J. MH Thamrin No. 1, Sektor 7 Bintaro",Tangerang,ID,106.75,-6.27
长宁区,上海市,CN,121.36,31.22
824 Sanshinden Miroku,Hanyu,JP,139.59,36.18
"Phaholyothin Road, Wangnoi District",Ayutthaya,TH,100.73,14.24
"490-1, Gamsam-dong, Dalseo-gu",Daegu,KR,128.54,35.84
1975 Broad St,Regina,CA,-104.61,50.45
"Blvrd. Magnocentro, Lote 2, Mz 1",Mexico City,MX,-99.27,19.41
"Caddebostan Iskele Yolu, Camli Apt.",Istanbul,TR,29.07,40.96
1015 Lakeshore Blvd E,Toronto,CA,-79.33,43.66
2925 Lonsdale Avenue,North Vancouver,CA,-123.07,49.34
1-1-1 Takashima Nishi-ku,Yokohama,JP,139.63,35.46
5 Raffles Place,Singapore,SG,103.85,1.28
"705,Jinjang-dong, buk-gu",Ulsan-si,KR,129.36,35.56
